INSERT INTO Pitcher VALUES('Right', 'Juan Gutierrez', 'Colorado Rockies', 26);
INSERT INTO Pitcher VALUES('Right', 'Chris Sampson', 'Colorado Rockies', 37);
INSERT INTO Pitcher VALUES('Left', 'Bud Norris', 'Tampa Bay Rays', 65);
INSERT INTO Pitcher VALUES('Right', 'Jeff Fulchino', 'San Diego Padres', 48);
INSERT INTO Pitcher VALUES('Right', 'Matt Lindstrom', 'Cincinnati Reds', 34);
INSERT INTO Pitcher VALUES('Right', 'Felipe Paulino', 'Cleveland Indians', 59);
INSERT INTO Pitcher VALUES('Right', 'Alberto Arias', 'Chicago White Sox', 61);
INSERT INTO Pitcher VALUES('Left', 'Yorman Bazardo', 'Milwaukee Brewers', 52);
INSERT INTO Pitcher VALUES('Left', 'Brian Moehler', 'Atlanta Braves', 79);
INSERT INTO Pitcher VALUES('Right', 'Gil Meche', 'Baltimore Orioles', 10);
INSERT INTO Pitcher VALUES('Right', 'John Parrish', 'Tampa Bay Rays', 39);
INSERT INTO Pitcher VALUES('Right', 'Robinson Tejeda', 'St. Louis Cardinals', 21);
INSERT INTO Pitcher VALUES('Right', 'Luke Hochevar', 'Seattle Mariners', 86);
INSERT INTO Pitcher VALUES('Left', 'Brian Bannister', 'Chicago Cubs', 1);
INSERT INTO Pitcher VALUES('Left', 'Kanekoa Texeira', 'Los Angeles Angels', 96);
INSERT INTO Pitcher VALUES('Right', 'Brian Fuentes', 'Chicago White Sox', 13);
INSERT INTO Pitcher VALUES('Right', 'Scott Kazmir', 'Arizona Diamondbacks', 53);
INSERT INTO Pitcher VALUES('Left', 'Rich Thompson', 'Colorado Rockies', 27);
INSERT INTO Pitcher VALUES('Right', 'Brian Stokes', 'Texas Rangers', 55);
INSERT INTO Pitcher VALUES('Right', 'Jason Bulger', 'Arizona Diamondbacks', 5);
INSERT INTO Pitcher VALUES('Left', 'Joel Pineiro', 'Seattle Mariners', 79);
INSERT INTO Pitcher VALUES('Right', 'Chris Pettit', 'Tampa Bay Rays', 69);
INSERT INTO Pitcher VALUES('Right', 'Hong-Chih Kuo', 'Atlanta Braves', 83);
INSERT INTO Pitcher VALUES('Right', 'Jeff Weaver', 'Chicago Cubs', 89);
INSERT INTO Pitcher VALUES('Right', 'Charlie Haeger', 'New York Yankees', 15);
INSERT INTO Pitcher VALUES('Left', 'George Sherrill', 'Milwaukee Brewers', 22);
INSERT INTO Pitcher VALUES('Left', 'Vicente Padilla', 'San Diego Padres', 54);
INSERT INTO Pitcher VALUES('Left', 'Charlie Haeger', 'Kansas City Royals', 37);
INSERT INTO Pitcher VALUES('Right', 'Chad Billingsley', 'Houston Astros', 80);
INSERT INTO Pitcher VALUES('Right', 'Carlos Monasterios', 'Chicago Cubs', 98);
INSERT INTO Pitcher VALUES('Left', 'Travis Schlichting', 'San Francisco Giants', 84);
INSERT INTO Pitcher VALUES('Left', 'Cory Wade', 'St. Louis Cardinals', 37);
INSERT INTO Pitcher VALUES('Right', 'Pat Neshek', 'New York Yankees', 79);
INSERT INTO Pitcher VALUES('Left', 'Jose Mijares', 'Philadelphia Phillies', 53);
INSERT INTO Pitcher VALUES('Left', 'Kevin Slowey', 'Pittsburgh Pirates', 58);
INSERT INTO Pitcher VALUES('Right', 'Jose Mijares', 'St. Louis Cardinals', 25);
INSERT INTO Pitcher VALUES('Left', 'Ron Mahay', 'Colorado Rockies', 58);
INSERT INTO Pitcher VALUES('Left', 'Clay Condrey', 'San Diego Padres', 88);
INSERT INTO Pitcher VALUES('Left', 'Joe Nathan', 'Los Angeles Dodgers', 67);
INSERT INTO Pitcher VALUES('Left', 'Jeff Suppan', 'Seattle Mariners', 32);
INSERT INTO Pitcher VALUES('Left', 'Josh Butler', 'San Diego Padres', 97);
INSERT INTO Pitcher VALUES('Left', 'David Riske', 'St. Louis Cardinals', 72);
INSERT INTO Pitcher VALUES('Right', 'Todd Coffey', 'San Diego Padres', 14);
INSERT INTO Pitcher VALUES('Right', 'Doug Davis', 'Boston Red Sox', 12);
INSERT INTO Pitcher VALUES('Left', 'Yovani Gallardo', 'Miami Marlins', 84);
INSERT INTO Pitcher VALUES('Left', 'LaTroy Hawkins', 'New York Yankees', 43);
INSERT INTO Pitcher VALUES('Left', 'Doug Davis', 'Baltimore Orioles', 98);
INSERT INTO Pitcher VALUES('Left', 'LaTroy Hawkins', 'Cincinnati Reds', 44);
INSERT INTO Pitcher VALUES('Left', 'Ryota Igarashi', 'New York Mets', 56);
INSERT INTO Pitcher VALUES('Left', 'Jon Niese', 'St. Louis Cardinals', 49);
INSERT INTO Pitcher VALUES('Left', 'Oliver Perez', 'Tampa Bay Rays', 5);
INSERT INTO Pitcher VALUES('Right', 'Sean Green', 'New York Yankees', 2);
INSERT INTO Pitcher VALUES('Left', 'Kelvim Escobar', 'Boston Red Sox', 39);
INSERT INTO Pitcher VALUES('Right', 'John Maine', 'San Francisco Giants', 80);
INSERT INTO Pitcher VALUES('Left', 'Chan Ho Park', 'Texas Rangers', 35);
INSERT INTO Pitcher VALUES('Left', 'Sergio Mitre', 'Chicago White Sox', 88);
INSERT INTO Pitcher VALUES('Left', 'Andy Pettitte', 'San Diego Padres', 87);
INSERT INTO Pitcher VALUES('Left', 'Alfredo Aceves', 'Oakland Athletics', 22);
INSERT INTO Pitcher VALUES('Left', 'Damaso Marte', 'New York Yankees', 7);
INSERT INTO Pitcher VALUES('Right', 'Michael Wuertz', 'Texas Rangers', 49);
INSERT INTO Pitcher VALUES('Left', 'Justin Duchscherer', 'Toronto Blue Jays', 18);
INSERT INTO Pitcher VALUES('Right', 'Brett Anderson', 'Los Angeles Angels', 25);
INSERT INTO Pitcher VALUES('Right', 'Dallas Braden', 'Oakland Athletics', 89);
INSERT INTO Pitcher VALUES('Left', 'Brett Anderson', 'Colorado Rockies', 37);
INSERT INTO Pitcher VALUES('Left', 'Andrew Bailey', 'St. Louis Cardinals', 37);
INSERT INTO Pitcher VALUES('Left', 'Justin Duchscherer', 'Oakland Athletics', 56);
INSERT INTO Pitcher VALUES('Left', 'Ben Sheets', 'Chicago White Sox', 96);
INSERT INTO Pitcher VALUES('Right', 'Jon Meloan', 'Houston Astros', 18);
INSERT INTO Pitcher VALUES('Right', 'Josh Outman', 'St. Louis Cardinals', 22);
INSERT INTO Pitcher VALUES('Right', 'Joey Devine', 'New York Mets', 50);
INSERT INTO Pitcher VALUES('Right', 'J.C. Romero', 'Cleveland Indians', 50);
INSERT INTO Pitcher VALUES('Right', 'Brad Lidge', 'Oakland Athletics', 7);
INSERT INTO Pitcher VALUES('Left', 'Joe Blanton', 'Colorado Rockies', 20);
INSERT INTO Pitcher VALUES('Right', 'J.A. Happ', 'St. Louis Cardinals', 97);
INSERT INTO Pitcher VALUES('Left', 'Ryan Madson', 'Pittsburgh Pirates', 95);
INSERT INTO Pitcher VALUES('Left', 'Chad Durbin', 'Seattle Mariners', 94);
INSERT INTO Pitcher VALUES('Left', 'Antonio Bastardo', 'Colorado Rockies', 26);
INSERT INTO Pitcher VALUES('Left', 'Danys Baez', 'Miami Marlins', 16);
INSERT INTO Pitcher VALUES('Left', 'Jamie Moyer', 'San Diego Padres', 54);
INSERT INTO Pitcher VALUES('Right', 'Scott Mathieson', 'Pittsburgh Pirates', 70);
INSERT INTO Pitcher VALUES('Left', 'Joel Hanrahan', 'Chicago Cubs', 17);
INSERT INTO Pitcher VALUES('Left', 'Ross Ohlendorf', 'Chicago White Sox', 99);
INSERT INTO Pitcher VALUES('Left', 'Brendan Donnelly', 'Tampa Bay Rays', 23);
INSERT INTO Pitcher VALUES('Right', 'Jack Taschner', 'Philadelphia Phillies', 60);
INSERT INTO Pitcher VALUES('Left', 'Charlie Morton', 'Cincinnati Reds', 80);
INSERT INTO Pitcher VALUES('Left', 'Zach Duke', 'New York Mets', 6);
INSERT INTO Pitcher VALUES('Right', 'Chris Jakubauskas', 'Detroit Tigers', 14);
INSERT INTO Pitcher VALUES('Left', 'Ross Ohlendorf', 'Tampa Bay Rays', 31);
INSERT INTO Pitcher VALUES('Right', 'Jose Ascanio', 'Baltimore Orioles', 9);
INSERT INTO Pitcher VALUES('Left', 'Joe Thatcher', 'Boston Red Sox', 73);
INSERT INTO Pitcher VALUES('Left', 'Sean Gallagher', 'Chicago White Sox', 24);
INSERT INTO Pitcher VALUES('Left', 'Tim Stauffer', 'New York Mets', 31);
INSERT INTO Pitcher VALUES('Right', 'Mat Latos', 'Atlanta Braves', 74);
INSERT INTO Pitcher VALUES('Right', 'Mike Adams', 'Boston Red Sox', 64);
INSERT INTO Pitcher VALUES('Right', 'Matt Antonelli', 'St. Louis Cardinals', 65);
INSERT INTO Pitcher VALUES('Right', 'Chris Young', 'Detroit Tigers', 42);
INSERT INTO Pitcher VALUES('Right', 'Cliff Lee', 'Atlanta Braves', 14);
INSERT INTO Pitcher VALUES('Left', 'Jack Hannahan', 'Oakland Athletics', 39);
INSERT INTO Pitcher VALUES('Right', 'Doug Fister', 'New York Yankees', 95);
INSERT INTO Pitcher VALUES('Left', 'Ryan Rowland-Smith', 'Chicago Cubs', 18);
INSERT INTO Pitcher VALUES('Right', 'Mark Lowe', 'Houston Astros', 78);
INSERT INTO Pitcher VALUES('Left', 'Shawn Kelley', 'New York Yankees', 82);
INSERT INTO Pitcher VALUES('Right', 'Erik Bedard', 'New York Mets', 90);
INSERT INTO Pitcher VALUES('Right', 'Fred Lewis', 'Tampa Bay Rays', 39);
INSERT INTO Pitcher VALUES('Left', 'Brandon Medders', 'Houston Astros', 43);
INSERT INTO Pitcher VALUES('Left', 'Todd Wellemeyer', 'Chicago Cubs', 10);
INSERT INTO Pitcher VALUES('Left', 'Jeremy Affeldt', 'Los Angeles Dodgers', 37);
INSERT INTO Pitcher VALUES('Left', 'Dan Runzler', 'Oakland Athletics', 21);
INSERT INTO Pitcher VALUES('Right', 'Chris Ray', 'San Diego Padres', 50);
INSERT INTO Pitcher VALUES('Right', 'Guillermo Mota', 'Kansas City Royals', 55);
INSERT INTO Pitcher VALUES('Right', 'Kyle Lohse', 'Pittsburgh Pirates', 44);
INSERT INTO Pitcher VALUES('Right', 'Jason Motte', 'San Diego Padres', 79);
INSERT INTO Pitcher VALUES('Right', 'Jeff Suppan', 'Kansas City Royals', 23);
INSERT INTO Pitcher VALUES('Right', 'Dennys Reyes', 'Tampa Bay Rays', 90);
INSERT INTO Pitcher VALUES('Left', 'Adam Ottavino', 'Texas Rangers', 48);
INSERT INTO Pitcher VALUES('Left', 'Brad Penny', 'San Francisco Giants', 51);
INSERT INTO Pitcher VALUES('Right', 'Andy Sonnanstine', 'Atlanta Braves', 88);
INSERT INTO Pitcher VALUES('Left', 'Wade Davis', 'Minnesota Twins', 64);
INSERT INTO Pitcher VALUES('Left', 'Jeff Niemann', 'Chicago Cubs', 0);
INSERT INTO Pitcher VALUES('Right', 'Grant Balfour', 'Arizona Diamondbacks', 86);
INSERT INTO Pitcher VALUES('Left', 'Jose Lobaton', 'Baltimore Orioles', 31);
INSERT INTO Pitcher VALUES('Left', 'J.P. Howell', 'St. Louis Cardinals', 46);
INSERT INTO Pitcher VALUES('Right', 'Tommy Hunter', 'Toronto Blue Jays', 90);
INSERT INTO Pitcher VALUES('Right', 'Matt Harrison', 'Kansas City Royals', 31);
INSERT INTO Pitcher VALUES('Right', 'Rich Harden', 'Philadelphia Phillies', 38);
INSERT INTO Pitcher VALUES('Left', 'Dustin Nippert', 'Kansas City Royals', 80);
INSERT INTO Pitcher VALUES('Right', 'Scott Feldman', 'Detroit Tigers', 94);
INSERT INTO Pitcher VALUES('Left', 'Guillermo Moscoso', 'Arizona Diamondbacks', 88);
INSERT INTO Pitcher VALUES('Right', 'Brandon McCarthy', 'San Francisco Giants', 30);
INSERT INTO Pitcher VALUES('Right', 'Frank Francisco', 'Houston Astros', 96);
INSERT INTO Pitcher VALUES('Right', 'Eric Hurley', 'Baltimore Orioles', 71);
INSERT INTO Pitcher VALUES('Left', 'Warner Madrigal', 'Colorado Rockies', 29);
INSERT INTO Pitcher VALUES('Left', 'Marc Rzepczynski', 'Arizona Diamondbacks', 34);
INSERT INTO Pitcher VALUES('Left', 'Brian Tallet', 'Detroit Tigers', 80);
INSERT INTO Pitcher VALUES('Right', 'Jesse Litsch', 'Philadelphia Phillies', 80);
INSERT INTO Pitcher VALUES('Left', 'Shaun Marcum', 'Colorado Rockies', 73);
INSERT INTO Pitcher VALUES('Right', 'David Purcey', 'Los Angeles Angels', 52);
INSERT INTO Pitcher VALUES('Left', 'Scott Richmond', 'Houston Astros', 67);
INSERT INTO Pitcher VALUES('Right', 'Rommie Lewis', 'Baltimore Orioles', 42);
INSERT INTO Pitcher VALUES('Right', 'Jesse Litsch', 'Pittsburgh Pirates', 44);
INSERT INTO Pitcher VALUES('Right', 'Dustin McGowan', 'Kansas City Royals', 27);
INSERT INTO Pitcher VALUES('Left', 'Dirk Hayhurst', 'Tampa Bay Rays', 1);
INSERT INTO Pitcher VALUES('Right', 'Chris Coste', 'Cleveland Indians', 69);
INSERT INTO Pitcher VALUES('Right', 'Scott Olsen', 'Chicago Cubs', 59);
INSERT INTO Pitcher VALUES('Right', 'Jason Marquis', 'Milwaukee Brewers', 43);
INSERT INTO Pitcher VALUES('Left', 'Jesus Flores', 'Miami Marlins', 46);
INSERT INTO Pitcher VALUES('Left', 'Ross Detwiler', 'Cincinnati Reds', 16);
INSERT INTO Pitcher VALUES('Left', 'Luis Atilano', 'Chicago Cubs', 67);
INSERT INTO Pitcher VALUES('Right', 'Tyler Walker', 'Cleveland Indians', 94);
INSERT INTO Pitcher VALUES('Left', 'Garrett Mock', 'Boston Red Sox', 46);
INSERT INTO Pitcher VALUES('Left', 'J.D. Martin', 'San Francisco Giants', 54);
INSERT INTO Pitcher VALUES('Left', 'Chien-Ming Wang', 'Colorado Rockies', 16);
